#ip_address latitude longitude
204.123.28.57 37.3762 -122.1826
128.83.122.143 30.2961 -97.7369
128.83.122.152 30.2961 -97.7369
128.42.142.44 29.7176 -95.4188
128.42.142.45 29.7176 -95.4188
128.138.207.44 40.0878 -105.3735
203.30.39.239 1.3667 103.8
130.161.40.154 52.0186 4.3782
129.10.120.194 42.3424 -71.0878
192.16.125.12 59.45 17.9167
169.229.50.5 37.8668 -122.2536
87.236.232.174 31 36
130.195.4.68 -41.2942 174.7831
130.195.4.69 -41.2942 174.7831
128.111.52.58 34.4329 -119.8371
128.111.52.59 34.4329 -119.8371
192.1.249.137 42.38 -71.1329
131.254.208.12 48.112 -1.6743
169.229.50.3 37.8668 -122.2536
147.228.54.116 49.75 13.3667
140.192.249.204 41.8776 -87.6272
129.63.159.101 42.6523 -71.3506
138.96.116.22 43.5624 7.1278
130.217.77.2 -41 174
192.36.94.3 58.4167 15.6167
160.78.253.31 44.7471 10.3341
141.219.252.133 47.1219 -88.569
190.227.163.142 -34.6033 -58.3817
137.132.80.110 1.2931 103.8558
152.14.93.140 35.7463 -78.7239
162.105.205.21 39.9289 116.3883
155.223.52.1 37.8067 41.6633
198.82.160.220 37.1791 -80.3515
129.97.74.12 43.4529 -80.5281
202.189.126.85 22.2833 114.15
133.68.253.242 35.69 139.69
200.17.202.194 -25.4167 -49.25
133.68.253.243 35.69 139.69
210.75.225.60 39.9289 116.3883
161.106.240.19 49.3432 0.9586
210.75.225.62 39.9289 116.3883
156.62.231.242 -36.8641 174.7621
193.63.58.70 51.5 -0.13
156.62.231.244 -36.8641 174.7621
128.36.233.154 41.3081 -72.9282
128.36.233.153 41.3081 -72.9282
138.26.66.4 33.5446 -86.9292
129.15.78.31 35.2523 -97.4603
141.212.113.179 42.2923 -83.7145
128.151.65.102 43.1548 -77.6156
138.26.66.5 33.5446 -86.9292
108.58.13.205 40.7684 -73.7771
108.58.13.206 40.7684 -73.7771
201.155.87.63 19.3667 -99.2
147.46.240.166 37.5985 126.9783
194.167.254.18 48.86 2.35
130.149.49.137 52.5167 13.4
160.80.221.39 41.9 12.4833
147.102.3.117 37.9833 23.7333
202.141.161.44 31.8639 117.2808
147.102.224.228 37.9833 23.7333
133.1.17.72 34.7833 135.4667
200.10.150.252 -2.1667 -79.9
200.10.150.253 -2.1667 -79.9
75.130.96.12 42.2857 -71.8292
75.130.96.13 42.2857 -71.8292
202.125.215.12 22.2833 114.15
210.32.133.7 30.2936 120.1614
202.237.248.221 35.69 139.69
202.237.248.222 35.69 139.69
93.180.19.232 55.7522 37.6156
132.227.62.120 48.8592 2.3417
169.229.50.6 37.8668 -122.2536
192.114.4.3 32.0014 34.8303
194.79.147.165 48.8167 2.3
139.78.141.243 36.0937 -96.9875
211.68.70.34 39.9289 116.3883
211.68.70.36 39.9289 116.3883
200.159.255.70 -23.5477 -46.6358
200.159.255.80 -23.5477 -46.6358
129.32.84.160 39.9774 -75.1452
129.32.84.161 39.9774 -75.1452
211.68.70.40 39.9289 116.3883
201.155.87.123 19.3667 -99.2
129.69.210.97 48.7667 9.1833
150.140.184.251 38.2444 21.7344
192.36.94.2 58.4167 15.6167
83.230.127.122 50.2667 19.0167
128.227.150.11 29.6516 -82.3248
128.227.150.12 29.6516 -82.3248
192.52.240.213 40.4344 -80.0248
141.11.0.162 51.5 -0.13
155.223.52.3 37.8067 41.6633
128.208.3.180 47.6606 -122.2919
128.208.3.184 47.6606 -122.2919
140.115.156.144 25.0392 121.525
128.114.63.15 36.9899 -122.0603
128.138.207.45 40.0878 -105.3735
169.229.50.4 37.8668 -122.2536
83.212.32.133 39.5553 21.7675
193.136.124.5 38.7167 -9.1333
161.106.240.18 49.3432 0.9586
134.76.249.230 51.5509 9.9328
130.73.241.33 52.5167 13.4
129.69.210.96 48.7667 9.1833
132.65.240.101 31.78 35.23
193.190.168.51 50.8796 4.7009
130.37.193.141 52.374 4.8897
193.1.13.14 53.4228 -7.9372
147.83.29.234 41.3994 2.1757
132.227.62.124 48.8592 2.3417
212.51.218.237 51.75 19.4667
193.157.115.251 59.9127 10.7414
192.114.4.2 32.0014 34.8303
193.0.109.23 52.25 21
200.132.1.4 -23.5477 -46.6358
209.148.46.135 40.7143 -74.006
142.150.238.13 43.6619 -79.3952
128.2.211.115 40.4439 -79.9561
128.31.1.17 42.3751 -71.1056
208.94.63.194 35.3471 -120.4553
137.148.16.10 41.4875 -81.6724
131.193.34.21 41.8784 -87.6852
192.12.33.100 38 -97
192.12.33.102 38 -97
66.140.111.5 33.4721 -101.9398
202.141.161.43 31.8639 117.2808
138.15.10.55 40.3756 -74.6597
165.230.49.114 40.5767 -74.3674
221.199.217.144 -27 133
83.212.32.131 39.5553 21.7675
129.242.19.196 69.6667 18.9667
192.38.109.144 55.6777 12.5709
193.206.22.129 42.8333 12.8333
193.206.143.101 42.8333 12.8333
90.147.81.197 42.8333 12.8333
90.147.80.69 42.8333 12.8333
62.40.125.180 51.5 -0.13
62.40.98.38 51.5 -0.13
62.40.98.62 51.5 -0.13
62.40.98.110 51.5 -0.13
62.40.124.102 51.5 -0.13
195.111.97.102 47.4925 19.0514
152.66.0.125 47.5 19.0833
152.66.0.122 47.5 19.0833
147.83.30.130 41.3994 2.1757
84.88.18.17 41.3994 2.1757
130.206.211.69 39.9845 -0.0392
130.206.245.90 40.4024 -3.6924
62.40.124.73 51.5 -0.13
62.40.98.67 51.5 -0.13
62.40.98.113 51.5 -0.13
128.59.16.1 40.8006 -73.9653
128.59.255.85 40.8006 -73.9653
128.59.255.6 40.8006 -73.9653
199.109.4.13 43.0481 -76.1474
199.109.5.2 43.0481 -76.1474
198.71.45.237 42.2776 -83.7409
62.40.98.128 51.5 -0.13
62.40.98.52 51.5 -0.13
62.40.98.55 51.5 -0.13
62.217.96.176 37.9833 23.7333
62.217.100.71 37.9833 23.7333
62.40.124.89 51.5 -0.13
62.40.112.165 51.5 -0.13
72.36.112.65 40.1106 -88.2073
72.36.126.66 40.1106 -88.2073
72.36.127.158 40.1106 -88.2073
198.71.45.57 42.2776 -83.7409
62.40.125.17 51.5 -0.13
128.232.103.194 52.2093 0.1482
193.60.89.1 52.2093 0.1482
192.84.5.97 52.2093 0.1482
192.84.5.94 52.2093 0.1482
146.97.130.1 52.5779 -0.2445
146.97.37.185 51.5 -0.13
146.97.33.17 51.5 -0.13
62.40.124.197 51.5 -0.13
62.40.98.81 51.5 -0.13
194.199.68.161 48.86 2.35
128.220.231.249 39.3288 -76.5967
162.129.253.109 39.367 -76.6719
206.196.177.69 38.8336 -76.8777
198.71.45.229 42.2776 -83.7409
128.208.4.102 47.6606 -122.2919
198.48.65.1 47.6606 -122.2919
209.124.181.132 47.6606 -122.2919
64.57.28.54 42.2776 -83.7409
64.57.28.53 42.2776 -83.7409
198.71.45.24 42.2776 -83.7409
198.71.45.18 42.2776 -83.7409
198.71.45.14 42.2776 -83.7409
203.178.133.1 35.69 139.69
203.178.141.142 35.6345 139.5588
203.178.137.194 35.69 139.69
203.178.133.141 35.69 139.69
192.203.116.145 39.2499 -86.4555
207.231.240.131 47.6026 -122.3284
198.71.45.20 42.2776 -83.7409
198.71.45.12 42.2776 -83.7409
198.71.45.7 42.2776 -83.7409
194.36.10.252 51.5166 -0.0966
146.97.40.233 51.5 -0.13
146.97.35.137 51.5 -0.13
146.97.33.5 51.5 -0.13
146.97.33.1 51.5 -0.13
206.117.37.1 34.0453 -118.2413
198.32.16.81 38 -97
137.164.27.241 33.817 -118.0373
137.164.26.201 33.817 -118.0373
137.189.98.243 22.2833 114.15
137.189.99.253 22.2833 114.15
137.189.192.253 22.25 114.1667
203.188.117.33 22.2833 114.15
202.130.98.101 22.2833 114.15
115.160.187.41 22.2833 114.15
198.71.45.229 42.2776 -83.7409
128.208.4.102 47.6606 -122.2919
198.48.65.1 47.6606 -122.2919
209.124.181.132 47.6606 -122.2919
64.57.28.54 42.2776 -83.7409
64.57.28.53 42.2776 -83.7409
198.71.45.24 42.2776 -83.7409
